      acc_x            acc_y            acc_z               ang_x             ang_y            ang_z



    0.085156         -0.621094         0.492578          null         null         null
    0.064219         -0.495117         0.395039          null         null         null
    0.047273         -0.394141         0.314859          null         null         null
    0.03528         -0.319414         0.253255          null         null         null
    0.027638         -0.260414         0.200846          null         null         null
    0.01547         -0.209698         0.161653          2.591464         1.036585         2.012195
    0.017649         -0.165024         0.131276          1.25         0.579268         -1.189024
    0.014705         -0.12616         0.11088          1.158537         0.396341         -1.615854
    0.011374         -0.093702         0.082845          0.304878         0.335366         -1.52439
    0.011443         -0.079453         0.063932          -0.487805         0.091463         -1.768293
    0.012084         -0.061805         0.042942          -0.213415         0.060976         -1.890244
    0.010448         -0.050811         0.032791          0.213415         0.091463         -1.646342
    0.010702         -0.045922         0.028772          0         0         -1.402439
    0.006804         -0.042793         0.025948          0.640244         0.182927         -1.341463
    0.005834         -0.036968         0.024664          2.134146         0.27439         -1.341463
    0.00662         -0.025864         0.027153          3.292683         0.518293         -1.371951
    0.003343         -0.014246         0.02309          3.597561         0.823171         -1.463415
    0.002674         -0.009834         0.018081          3.414634         0.945122         -1.646342
    0.002725         -0.002008         0.016223          3.231707         0.97561         -1.585366
    0.006282         0.001323         0.015127          2.530488         0.884146         -1.585366
    0.002682         -0.001676         0.011125          1.646342         0.884146         -1.554878
    -0.002542         -0.004661         0.005775          1.341463         0.884146         -1.402439
    -0.002424         -0.004901         0.000323          0.853659         0.823171         -1.310976
    -0.001939         -0.008413         -0.001499          0.396341         0.762195         -1.859756
    -0.001747         -0.005363         -0.003543          0.792683         0.670732         -2.012195
    -0.001397         -0.004681         0.002048          1.280488         0.518293         -2.317073
    -0.003266         -0.004917         0.005935          2.317073         0.304878         -2.164634
    -0.001832         0.004074         0.009436          3.353659         -0.304878         -1.463415
    -0.003028         0.013806         0.009502          2.469512         -0.304878         -1.829268
    0.000312         0.009092         0.005844          0.609756         -0.121951         -2.164634
    0.002789         0.002977         0.000378          -0.396341         0         -2.317073
    0.004379         0.000038         -0.00126          -0.70122         0.182927         -2.317073
    0.004285         -0.003095         -0.007453          -0.792683         0.243902         -2.408537
    0.005772         -0.006187         -0.012603          -0.457317         0.243902         -2.195122
    0.006766         -0.002606         -0.003833          0.487805         0.060976         -2.195122
    0.002678         -0.000522         0.003965          1.371951         -0.091463         -2.042683
    0.001361         0.000754         0.00532          2.042683         -0.213415         -1.707317
    0.002847         0.004705         0.006795          1.95122         -0.152439         -1.615854
    0.005207         0.003959         0.008366          0.97561         0         -1.646342
    0.005142         0.00141         0.003568          0.548781         0.121951         -1.402439
    0.000208         0.000151         0.002268          0.670732         0.396341         -1.310976
    -0.00042         0.000316         0.001229          0.487805         0.365854         -1.067073
    -0.000922         -0.001895         -0.002533          0.365854         0.579268         -1.006098
    -0.004839         -0.002102         -0.000268          0.182927         0.70122         -0.670732
    -0.004067         -0.002463         -0.002363          0.27439         0.640244         -0.640244
    -0.006574         -0.002556         0.001234          0.548781         0.70122         -0.670732
    -0.004087         -0.001655         -0.00077          0.70122         0.762195         -0.884146
    -0.000731         0.002387         0.002118          0.579268         0.70122         -0.670732
