      acc_x            acc_y            acc_z               ang_x             ang_y            ang_z



    0.010156         -0.678711         0.398828          null         null         null
    0.005         -0.548438         0.329023          null         null         null
    0.005367         -0.445781         0.279039          null         null         null
    -0.010355         -0.355648         0.209169          -1.158537         -1.981707         -2.317073
    -0.014534         -0.290378         0.168898          -1.737805         -3.109756         -5.121951
    -0.008697         -0.233279         0.141368          0.945122         -5.091464         -6.737805
    -0.00188         -0.180569         0.114657          3.47561         -6.676829         -7.682927
    0.006504         -0.137814         0.088796          3.658537         -8.506098         -8.689025
    0.014383         -0.100095         0.06674          2.713415         -9.908537         -10.335366
    0.022249         -0.078904         0.049095          -0.152439         -10.731708         -11.615854
    0.025611         -0.076014         0.030682          -0.853659         -11.097561         -12.652439
    0.029864         -0.067842         0.013022          4.634147         -10.640244         -13.658537
    0.032876         -0.040016         0.021551          12.865854         -9.45122         -14.29878
    0.03841         -0.014044         0.042827          15.853659         -8.719512         -13.414635
    0.033853         0.012788         0.033871          12.042684         -7.652439         -12.134147
    0.026692         0.013746         0.017526          5.884147         -6.676829         -11.310976
    0.017838         0.011388         0.015974          1.402439         -5.152439         -10.731708
    0.016223         0.000126         0.010826          -1.128049         -3.445122         -11.036586
    0.02001         -0.009274         0.016669          -2.195122         -2.286585         -10.762196
    0.025774         -0.037302         0.023882          -2.042683         -1.402439         -9.512196
    0.015736         -0.043514         0.033363          2.621951         0.548781         -6.219512
    0.003995         -0.013717         0.04505          6.615854         1.829268         -4.115854
    -0.001882         0.004261         0.031938          2.804878         2.77439         -3.353659
    -0.00756         0.018252         0.007973          -3.993902         3.384146         -3.079268
    -0.01308         0.015969         -0.019208          -8.780488         3.079268         -3.506098
    -0.006753         0.012189         -0.029819          -10.579268         1.463415         -5.518293
    0.000067         0.001353         -0.022293          -11.067074         -0.518293         -6.79878
    -0.000337         -0.02509         -0.019983          -11.768293         -1.036585         -6.280488
    0.007933         -0.036673         -0.016182          -10.426829         -1.52439         -6.463415
    0.009276         -0.040081         0.004633          -7.256098         -0.945122         -7.042683
    0.008398         -0.023862         0.010152          -5.640244         -0.213415         -6.219512
    0.003593         -0.023777         -0.000863          -4.359756         -0.121951         -4.847561
    0.00014         -0.009451         -0.002448          -1.890244         -0.091463         -4.146341
    -0.005747         -0.001116         -0.000006          1.067073         -0.030488         -4.054878
    -0.000301         0.0036         -0.001762          2.134146         -0.457317         -3.810976
    0.006595         0.007372         -0.0018          3.689024         -0.487805         -4.573171
    0.007034         0.009999         0.002271          5         -0.365854         -4.329268
    0.01383         0.002531         0.002793          5.213415         -0.060976         -4.085366
    0.009892         0.009837         0.004383          5.243903         0.609756         -4.176829
    0.005375         0.009627         0.004678          2.073171         0.548781         -3.780488
    0.006253         -0.005384         -0.008171          -0.426829         0.792683         -3.689024
    0.004416         -0.003526         -0.012787          1.158537         0.640244         -3.079268
    -0.001154         0.005578         -0.001636          4.054878         0.914634         -2.621951
    -0.002877         0.012861         0.007285          4.817073         1.036585         -2.804878
    -0.001715         0.007359         0.010711          3.780488         0.792683         -2.896342
    -0.002544         0.003934         0.006616          3.079268         1.006098         -2.560976
    -0.002035         0.009983         0.007246          2.865854         1.585366         -2.347561
