      acc_x            acc_y            acc_z               ang_x             ang_y            ang_z



    0.123438         -0.622266         0.492969          null         null         null
    0.10168         -0.489805         0.394375          null         null         null
    0.072164         -0.395359         0.30632          null         null         null
    0.061247         -0.329569         0.232166          5.396342         -2.195122         1.646342
    0.055248         -0.256819         0.190615          6.52439         -2.347561         -0.060976
    0.046346         -0.19901         0.158742          5.335366         -2.256098         -0.304878
    0.034929         -0.161942         0.127775          3.719512         -2.22561         -0.609756
    0.027943         -0.129359         0.108861          4.603659         -1.890244         -0.884146
    0.01962         -0.092549         0.097245          6.006098         -1.219512         -1.493902
    0.017259         -0.071305         0.077796          5.121951         -0.914634         -1.798781
    0.014588         -0.0547         0.062237          3.170732         -0.27439         -1.981707
    0.014795         -0.047471         0.040219          0.030488         0.213415         -2.134146
    0.01125         -0.046766         0.022605          -2.713415         0.579268         -2.012195
    0.004703         -0.047569         0.01242          -2.347561         0.548781         -2.286585
    0.003958         -0.039227         0.013061          0.243902         0.304878         -2.5
    -0.000349         -0.02435         0.018457          2.682927         0.091463         -2.012195
    -0.001061         -0.012449         0.020234          3.109756         -0.030488         -1.676829
    -0.000067         -0.01035         0.017359          2.073171         0.487805         -1.920732
    0.001704         -0.008085         0.008028          0.884146         0.731707         -1.646342
    0.004293         -0.00471         0.002907          -0.335366         1.219512         -1.554878
    0.008903         -0.004354         0.003693          -0.914634         0.97561         -1.615854
    0.008099         -0.005241         -0.000171          0.091463         0.548781         -1.189024
    0.00355         0.003229         0.002988          1.890244         0.579268         -1.097561
    0.000887         0.002388         0.010594          3.04878         0.853659         -1.463415
    0.0011         -0.000629         0.015506          3.628049         0.914634         -1.463415
    0.004005         -0.004018         0.020217          3.04878         0.884146         -1.158537
    0.003009         -0.001848         0.019494          0.182927         0.97561         -0.914634
    -0.001695         -0.004408         -0.00003          -2.042683         1.310976         -1.097561
    -0.005262         -0.005089         -0.00725          -1.798781         1.006098         -1.615854
    -0.001671         -0.005829         -0.007949          -0.152439         0.548781         -2.042683
    -0.000165         0.00022         -0.000304          1.920732         0.27439         -2.103659
    0.004165         0.00584         0.007569          2.77439         0.030488         -1.737805
    0.002356         0.00682         0.006055          1.707317         -0.213415         -1.707317
    0.001494         0.001355         0.000743          0.70122         -0.27439         -1.585366
    0.002953         -0.005752         0.002352          0.823171         -0.548781         -1.737805
    0.002948         -0.004406         -0.001829          1.493902         -0.243902         -1.676829
    0.001968         0.003897         0.001076          1.829268         -0.121951         -1.432927
    -0.00116         0.005656         -0.009882          0.945122         0.213415         -1.189024
    -0.000928         0.007064         -0.009859          -0.091463         0.365854         -1.036585
    0.001797         0.002331         -0.006715          -0.182927         0.27439         -1.067073
    0.004562         -0.00126         -0.001661          0.487805         0.060976         -0.640244
    0.002283         -0.002961         0.003554          1.432927         0.091463         -0.030488
    -0.001494         -0.003346         0.006163          2.256098         0.457317         0.060976
    -0.005297         0.001816         0.005126          2.652439         0.548781         0.060976
    -0.001308         0.000476         0.009179          2.042683         0.762195         -0.27439
    -0.000265         -0.003721         0.000898          1.341463         0.823171         -0.304878
    -0.003728         -0.001805         -0.001625          2.713415         0.579268         0.152439
