      acc_x            acc_y            acc_z               ang_x             ang_y            ang_z



    -0.031836         -0.557031         0.584961          null         null         null
    -0.039531         -0.421602         0.476758          null         null         null
    -0.037289         -0.347438         0.373203          null         null         null
    -0.031198         -0.2717         0.301297          null         null         null
    -0.025154         -0.223415         0.237327          null         null         null
    -0.007819         -0.17424         0.193572          2.77439         2.530488         3.292683
    -0.014067         -0.137634         0.154858          1.097561         1.615854         4.420732
    -0.02102         -0.116357         0.114316          -0.823171         1.402439         4.756098
    -0.024433         -0.103633         0.089109          -0.945122         0.884146         3.689024
    -0.020913         -0.078609         0.075193          0.365854         0.304878         0.823171
    -0.01009         -0.064255         0.055467          0.731707         -0.243902         -2.530488
    0.000326         -0.049255         0.042421          1.798781         -0.762195         -3.536585
    0.007878         -0.030224         0.040772          2.77439         -1.036585         -2.835366
    0.005912         -0.026719         0.03711          2.560976         -0.579268         -1.95122
    0.002581         -0.022937         0.032422          2.530488         -0.304878         -0.853659
    -0.005943         -0.014444         0.02711          1.890244         -0.091463         -0.243902
    -0.006707         -0.010188         0.017196          0.670732         0.060976         -1.067073
    -0.002632         -0.008931         0.004968          -0.365854         -0.243902         -1.95122
    0.004926         -0.006559         0.006708          0.152439         -0.457317         -2.22561
    0.008628         -0.004075         0.009664          0.548781         -0.243902         -2.042683
    0.010809         -0.006385         0.004801          0.487805         0         -0.914634
    0.005522         -0.00628         0.001692          0.945122         0.243902         0.182927
    -0.001637         -0.007368         0.006041          1.25         0.640244         1.25
    -0.008146         -0.011363         0.014403          1.158537         0.823171         1.280488
    -0.007298         -0.006356         0.014257          0.945122         1.006098         -0.060976
    -0.002127         0.004681         0.002421          0.243902         0.884146         -1.402439
    0.003572         0.008042         -0.003141          -0.152439         0.457317         -1.463415
    0.000709         0.005457         -0.000755          -0.396341         0.579268         -0.884146
    -0.001386         -0.0054         0.002521          -0.579268         0.670732         -0.70122
    -0.006578         -0.010766         0.003775          -0.457317         0.640244         -0.884146
    -0.007801         -0.009394         -0.003426          0.27439         -0.060976         -1.310976
    -0.000967         0.002055         -0.004694          1.432927         -0.945122         -2.134146
    0.006843         0.009652         -0.000435          1.920732         -0.914634         -2.560976
    0.007037         0.005573         -0.000348          0.884146         -0.152439         -2.286585
    0.010317         0.002506         0.000698          0.548781         0.060976         -1.554878
    0.005129         0.001418         0.005832          0.731707         0.335366         -0.609756
    -0.0041         -0.00492         0.002908          0.304878         0.457317         0.182927
    -0.006991         -0.001592         -0.000799          0.335366         0.27439         0.152439
    -0.00403         -0.002446         -0.003373          0.396341         -0.182927         -0.548781
    -0.00049         -0.001957         -0.006019          0.731707         -0.487805         -1.219512
    0.002733         -0.00137         -0.001886          1.585366         -0.945122         -1.128049
    0.005507         0.006521         0.012945          2.560976         -0.97561         -0.945122
    0.001671         0.009123         0.014067          2.012195         -0.487805         -0.70122
    -0.000812         0.00847         0.013206          0.457317         -0.70122         -0.335366
    -0.005923         0.000722         -0.002716          -1.189024         -0.304878         -1.341463
    -0.003566         -0.007235         -0.006079          -1.707317         -0.640244         -2.164634
    0.000077         -0.008718         -0.009941          -0.396341         -1.036585         -2.987805
