      acc_x            acc_y            acc_z               ang_x             ang_y            ang_z



    -0.083984         -0.442578         0.660742          null         null         null
    -0.07168         -0.352109         0.525664          null         null         null
    -0.059297         -0.28032         0.420141          null         null         null
    -0.03943         -0.226795         0.340605          null         null         null
    -0.036036         -0.175382         0.270531          3.932927         -1.128049         0.365854
    -0.029805         -0.134251         0.22287          2.530488         -0.823171         -0.487805
    -0.022086         -0.109158         0.177319          0.609756         -0.457317         -0.579268
    -0.01806         -0.092405         0.137168          -1.006098         0.213415         -0.762195
    -0.017378         -0.077439         0.102508          -1.432927         0.762195         -0.823171
    -0.01273         -0.0641         0.082006          -0.792683         0.426829         -0.914634
    -0.005497         -0.049913         0.066777          0.091463         0.457317         -0.884146
    -0.008499         -0.037782         0.057523          0.70122         0.579268         -0.091463
    -0.009533         -0.027882         0.044847          0.945122         0.304878         0.457317
    -0.003525         -0.021719         0.040955          0.884146         0.457317         0.182927
    -0.005945         -0.015618         0.029835          0.121951         0.762195         0.182927
    -0.007686         -0.012689         0.025625          -0.914634         0.70122         0.365854
    -0.007125         -0.010933         0.017375          -1.52439         0.579268         -0.426829
    -0.00277         -0.011871         0.012533          -1.554878         0.396341         -1.310976
    0.004034         -0.011255         0.014519          -1.554878         0.213415         -1.036585
    0.003813         -0.008223         0.008881          -1.463415         0.670732         -0.304878
    -0.002809         -0.010289         0.003198          -1.097561         1.097561         0.548781
    -0.006544         -0.007059         0.004512          -0.396341         0.762195         1.25
    -0.004649         0.000603         0.007711          0.213415         0.731707         0.579268
    -0.002938         0.001849         0.006169          0         0.853659         -0.426829
    -0.000202         0.000112         0.00181          -0.70122         0.792683         -0.70122
    0.000034         -0.000692         0.001057          -1.036585         0.823171         -0.731707
    0.002566         -0.002897         0.002994          -1.371951         1.189024         -1.036585
    -0.001658         -0.00681         -0.002683          -1.371951         1.371951         -0.579268
    -0.009334         -0.001737         -0.00449          -0.762195         0.487805         0.121951
    -0.006296         0.000564         0.002072          -0.030488         -0.823171         -0.731707
    0.006096         0.001427         0.003611          -0.091463         -1.402439         -1.798781
    0.010541         -0.003155         0.001912          -0.731707         -0.884146         -1.798781
    0.007456         -0.000961         -0.000228          -0.70122         -0.152439         -0.579268
    0.004989         -0.007214         -0.000768          -0.396341         0.762195         0.213415
    0.003991         -0.003818         -0.000029          0.365854         1.463415         0.945122
    -0.001495         -0.000906         -0.000609          1.006098         1.707317         1.95122
    -0.00979         0.007087         0.001857          1.310976         1.554878         2.5
    -0.012715         0.007623         0.004415          0.884146         1.371951         1.006098
    -0.003726         0.008638         0.005094          -0.304878         0.823171         -0.762195
    0.004636         -0.000707         -0.000807          -1.676829         0.70122         -1.341463
    -0.004104         -0.0033         -0.006505          -1.981707         0.365854         -0.914634
    0.001209         -0.004398         -0.000517          -1.402439         -0.121951         -1.310976
    0.009561         -0.005471         -0.000999          -1.006098         0.213415         -1.52439
    0.00218         -0.004182         0.000958          -0.457317         0.97561         0.091463
    -0.007826         0.000951         -0.001968          0.457317         0.853659         1.219512
    -0.00548         0.005058         -0.000598          0.97561         0.304878         0.426829
    -0.000087         0.007367         0.008506          0.731707         0.121951         -0.731707
