      acc_x            acc_y            acc_z               ang_x             ang_y            ang_z



    -0.150195         -0.661133         0.422461          null         null         null
    -0.121523         -0.523633         0.338555          null         null         null
    -0.099172         -0.42125         0.275141          null         null         null
    -0.078752         -0.342078         0.218355          null         null         null
    -0.063978         -0.27503         0.16609          null         null         null
    -0.042003         -0.224321         0.117247          2.22561         -2.012195         0.670732
    -0.038485         -0.172425         0.098094          2.347561         -2.134146         -0.70122
    -0.028639         -0.133839         0.087851          3.262195         -2.195122         -0.762195
    -0.026427         -0.105704         0.080046          2.713415         -1.981707         -0.091463
    -0.029345         -0.084758         0.065404          1.707317         -1.493902         0.182927
    -0.023281         -0.066439         0.052323          1.006098         -1.25         -0.213415
    -0.015304         -0.051784         0.038343          -0.335366         -0.823171         -0.609756
    -0.010681         -0.04631         0.023057          -1.402439         -0.518293         -0.579268
    -0.008935         -0.039587         0.013563          -1.341463         -0.518293         0.152439
    -0.004414         -0.032061         0.012218          -0.914634         -0.335366         0.518293
    -0.002164         -0.0235         0.013876          -0.609756         -0.182927         0.548781
    0.000417         -0.020558         0.015593          -0.945122         -0.121951         0.97561
    0.001896         -0.017032         0.009544          -1.189024         0.121951         0.914634
    0.001126         -0.011477         0.011932          -0.853659         0.670732         0.762195
    -0.000466         -0.011135         0.00271          -1.158537         0.70122         0.70122
    -0.000373         -0.004806         0.006465          -0.426829         0.579268         0.609756
    -0.000103         -0.003259         0.005367          -0.365854         0.27439         0.670732
    -0.00477         -0.011006         0.002145          -0.731707         -0.121951         1.067073
    -0.004792         -0.011734         -0.002385          -0.182927         -0.579268         0.914634
    -0.005592         -0.002161         0.004342          0.853659         -0.731707         0.518293
    -0.006427         -0.000947         0.005622          0.579268         -1.463415         0.030488
    -0.007876         -0.001539         0.001763          0.518293         -1.95122         -0.182927
    -0.004152         0.001894         0.009418          0.731707         -2.743902         -0.426829
    0.002928         0.004054         0.007925          0.304878         -3.414634         -0.914634
    0.007616         -0.000858         0.005754          -0.457317         -3.841464         -0.640244
    0.005116         -0.00264         0.002846          -1.554878         -3.963415         -0.609756
    0.003507         -0.004651         -0.005341          -2.621951         -4.115854         -1.158537
    0.003587         -0.005869         -0.007788          -2.865854         -4.603659         -1.554878
    0.005799         -0.002352         0.002949          -2.317073         -5.27439         -1.52439
    0.005616         0.003392         0.007437          -1.981707         -5.884147         -1.52439
    0.001954         -0.000411         0.000481          -1.890244         -6.189024         -1.097561
    0.000391         0.002991         -0.007232          -1.158537         -6.920732         -0.823171
    -0.001445         -0.004052         -0.005005          0.121951         -7.256098         -1.006098
    0.003336         -0.002851         -0.003222          0.213415         -8.292683         -0.518293
    0.002669         -0.009507         -0.00043          0.060976         -8.536586         -0.487805
    0.001549         -0.005653         -0.004055          0.518293         -7.835366         -1.402439
    0.004364         -0.002569         -0.007541          1.158537         -7.439024         -2.042683
    0.001734         -0.003032         -0.007986          1.615854         -6.737805         -2.073171
    0.001192         0.004606         -0.008342          3.536585         -5.914634         -2.012195
    0.010133         0.010325         -0.002767          5.457317         -6.067073         -1.554878
    0.011817         0.008846         0.007552          4.847561         -4.847561         -1.036585
    0.010821         0.004343         0.006823          3.109756         -3.902439         -0.792683
