      acc_x            acc_y            acc_z               ang_x             ang_y            ang_z



    -0.04668         -0.532031         0.597461          null         null         null
    -0.037734         -0.424453         0.47582          null         null         null
    -0.028039         -0.340148         0.376164          null         null         null
    -0.023212         -0.276611         0.298588          null         null         null
    -0.016812         -0.220117         0.240823          null         null         null
    -0.013254         -0.177851         0.190901          null         null         null
    -0.011971         -0.134859         0.154869          1.189024         -0.213415         1.067073
    -0.0086         -0.110231         0.123114          -0.396341         -0.030488         -0.365854
    -0.008247         -0.086427         0.098101          -0.945122         0.182927         -0.426829
    -0.005621         -0.072267         0.073207          -1.280488         0.426829         -0.518293
    -0.00313         -0.060352         0.059542          -1.006098         0.426829         -0.548781
    -0.003871         -0.047891         0.051931          -0.640244         0.518293         -0.518293
    -0.002706         -0.039876         0.039396          -0.518293         0.396341         -0.518293
    -0.000798         -0.029361         0.031907          -0.152439         0.243902         -0.27439
    -0.002982         -0.020169         0.026307          -0.091463         0.518293         -0.335366
    -0.00219         -0.018283         0.019093          -0.243902         0.579268         -0.27439
    -0.001557         -0.01365         0.018204          -0.182927         0.579268         -0.335366
    -0.002613         -0.012287         0.017102          -0.27439         0.548781         -0.335366
    -0.000332         -0.010416         0.014463          -0.670732         0.365854         -0.426829
    0.000125         -0.007551         0.007469          -0.97561         0.365854         -0.670732
    0.000686         -0.007994         0.003241          -1.128049         0.335366         -0.640244
    0.000549         -0.003661         0.002007          -0.853659         0.182927         -0.548781
    -0.000733         -0.005858         0.000629          -0.579268         0.060976         -0.518293
    -0.000977         -0.001562         0.003237          -0.396341         -0.060976         -0.579268
    0.000586         0.000704         0.006105          -0.609756         0         -0.609756
    0.000468         -0.003343         0.001564          -0.823171         0.060976         -0.609756
    0.000765         -0.002089         0.003595          -0.731707         0.27439         -0.579268
    0.001589         -0.004991         0.001899          -0.609756         0.426829         -0.487805
    -0.000877         -0.003407         -0.000043          -0.426829         0.487805         -0.457317
    -0.000897         0.00079         -0.000425          -0.304878         0.457317         -0.426829
    -0.001304         -0.001516         -0.000731          0.030488         0.396341         -0.487805
    0.000129         -0.000627         0.00254          0.213415         0.182927         -0.335366
    0.000494         0.001647         0.004181          0.152439         0.365854         -0.396341
    -0.002144         0.001903         0.001587          -0.304878         0.27439         -0.396341
    -0.000348         -0.000626         -0.00127          -0.457317         0.152439         -0.609756
    0.0048         -0.00011         0.003086          -0.304878         0.030488         -0.70122
    0.002863         -0.002041         -0.001242          -0.396341         0.304878         -0.548781
    -0.001811         0.001101         -0.004314          -0.213415         0.70122         -0.335366
    -0.002035         0.004006         -0.002084          0.243902         0.731707         -0.304878
    -0.002214         0.001642         0.006145          0.243902         0.640244         -0.487805
    -0.001576         0.000142         0.005893          -0.121951         0.548781         -0.426829
    0.000107         -0.000277         0.000808          -0.579268         0.396341         -0.579268
    0.000476         0.000364         -0.002283          -1.341463         0.365854         -0.609756
    0.001553         -0.00088         -0.004366          -1.432927         0.27439         -0.609756
    0.000461         -0.003634         -0.007204          -0.853659         0.335366         -0.457317
    -0.000022         -0.004665         -0.001271          0.060976         0.304878         -0.457317
    0.00135         -0.002169         0.00289          0.914634         0.304878         -0.304878
