      acc_x            acc_y            acc_z               ang_x             ang_y            ang_z



    -0.002419         -0.035387         0.059892          3.323171         1.402439         0.762195
    -0.00174         -0.029286         0.052601          1.310976         1.585366         1.463415
    -0.001978         -0.023819         0.042667          -0.304878         2.256098         1.006098
    -0.001778         -0.028626         0.030227          -0.792683         2.042683         0.548781
    -0.000836         -0.027198         0.022424          0.091463         1.615854         0.243902
    -0.003013         -0.022149         0.019892          0.670732         1.280488         0.182927
    -0.003777         -0.011078         0.012203          0.731707         0.609756         -0.548781
    -0.006147         -0.008863         0.011129          0.731707         -0.335366         -1.25
    -0.009996         -0.009238         0.003044          0.792683         -0.579268         -0.731707
    -0.001942         -0.002117         0.009271          1.737805         -0.731707         -0.823171
    -0.003702         -0.001694         0.003706          1.585366         -0.640244         -0.945122
    -0.004915         -0.005457         -0.002699          0.945122         -0.640244         -0.27439
    -0.001002         -0.002608         0.001552          2.103659         -0.640244         0.091463
    -0.000997         0.001234         0.00339          2.5         -0.426829         -0.518293
    -0.000212         0.004308         0.005446          2.317073         -0.091463         -0.70122
    -0.005638         0.007352         0.002209          1.981707         0.091463         -0.640244
    -0.005878         -0.001345         0.003134          1.798781         -0.152439         -0.640244
    -0.00314         -0.008498         0.006023          2.378049         -0.335366         -0.487805
    0.001981         -0.004064         0.00892          3.262195         -0.396341         -0.731707
    0.006272         0.001827         0.009675          3.689024         -0.670732         -0.762195
    0.003846         0.005173         0.002857          3.353659         -0.823171         -0.27439
    0.000537         0.007068         0.003067          2.621951         -0.640244         -0.70122
    0.004141         0.005264         -0.004968          1.920732         -0.426829         -1.402439
    0.008196         -0.000477         -0.001045          1.707317         -1.006098         -0.945122
    0.008119         -0.004287         0.000336          2.134146         -1.402439         -0.457317
    0.008058         -0.000891         0.004761          3.140244         -1.463415         -0.579268
    0.004688         0.008858         0.008496          3.597561         -1.280488         -0.609756
    -0.001523         0.002789         0.009727          2.591464         -1.341463         -0.030488
    -0.00532         -0.002261         0.00368          1.737805         -1.402439         -0.152439
    -0.003475         -0.000637         -0.00272          2.073171         -1.554878         -0.579268
    -0.000436         -0.001486         -0.000028          2.408537         -1.798781         -0.457317
    -0.001521         -0.000017         0.00154          2.804878         -1.646342         -0.335366
    -0.002974         0.005455         0.001623          3.292683         -1.737805         -0.152439
    -0.003161         0.005927         0.000908          3.719512         -1.768293         -0.518293
    0.000401         0.010015         0.005218          3.567073         -1.798781         -0.853659
    -0.000265         0.00684         0.000854          2.347561         -1.646342         -0.823171
    0.003108         0.002347         0.00459          1.798781         -1.585366         -0.914634
    0.00483         0.000706         0.004648          1.493902         -1.402439         -0.670732
    0.00406         -0.002756         0.003914          1.067073         -1.097561         -0.823171
    0.00442         -0.004548         0.000201          1.341463         -0.945122         -0.97561
    0.004122         0.000072         -0.000034          2.164634         -1.158537         -0.823171
    0.000172         0.001816         0.005441          2.439024         -1.371951         -0.426829
    0.003653         0.003601         0.001033          2.560976         -1.554878         -0.70122
    0.001556         0.006006         0.002389          2.865854         -1.737805         -0.792683
    0.001244         0.009297         0.003669          3.384146         -1.676829         -1.25
    -0.000762         0.006852         0.003326          2.713415         -1.554878         -1.432927
