      acc_x            acc_y            acc_z               ang_x             ang_y            ang_z



    0.216992         -0.660547         0.374023          null         null         null
    0.169688         -0.528047         0.295898          null         null         null
    0.134969         -0.428102         0.244922          null         null         null
    0.109342         -0.344239         0.195938          null         null         null
    0.089427         -0.283594         0.152453          null         null         null
    0.074862         -0.222774         0.127431          null         null         null
    0.057741         -0.172946         0.105656          null         null         null
    0.049708         -0.136404         0.08472          null         null         null
    0.037618         -0.108927         0.054885          -1.067073         0.670732         0.213415
    0.028923         -0.084798         0.042932          -1.067073         -0.609756         -0.152439
    0.026654         -0.070378         0.028877          -0.579268         -0.945122         -0.213415
    0.022495         -0.053763         0.027008          0.396341         -0.884146         -0.182927
    0.014676         -0.040862         0.03059          -0.030488         -0.609756         0.27439
    0.016233         -0.0364         0.030722          -1.768293         -0.762195         0.152439
    0.014353         -0.036542         0.026726          -2.256098         -0.731707         0.121951
    0.013045         -0.027476         0.020209          -1.371951         -0.853659         0.152439
    0.007506         -0.01827         0.015581          -0.121951         -0.060976         0
    -0.00005         -0.003288         0.011293          -0.243902         0.548781         -0.091463
    -0.003555         -0.008685         0.00591          -2.164634         0.914634         -0.335366
    -0.001868         -0.017299         -0.002499          -3.414634         0.884146         -0.548781
    -0.001494         -0.015402         -0.001608          -2.957317         0.97561         -0.823171
    -0.001391         -0.015642         -0.002068          -3.04878         0.518293         -0.670732
    0.0067         -0.019349         -0.006928          -1.798781         -0.335366         -0.640244
    0.004579         -0.005519         -0.005347          1.067073         0         -0.609756
    0.003858         -0.001485         0.002168          1.371951         -0.609756         -0.335366
    0.004649         0.001156         0.004664          0.121951         -0.823171         -0.030488
    0.00411         -0.000052         0.004903          -0.548781         -1.097561         0.060976
    0.000749         0.002107         0.001774          -0.030488         -0.762195         -0.182927
    -0.001745         0.006959         0.001419          0.457317         -0.457317         -0.060976
    0.001729         0.0042         0.000549          -0.182927         -0.609756         -0.060976
    0.003141         -0.004648         0.001025          -1.067073         -0.670732         -0.182927
    -0.001003         -0.007234         -0.000156          -1.158537         -0.731707         0
    0.003495         -0.008521         -0.001687          -0.426829         -0.731707         -0.243902
    0.00221         0.000605         -0.002522          0.70122         -0.335366         -0.030488
    -0.000576         0.003609         0.000326          0.365854         -0.121951         0.182927
    0.004617         0.001324         -0.004036          -0.487805         -0.396341         -0.121951
    -0.002751         0.001255         0.00517          -0.121951         -0.152439         0.060976
    -0.008451         -0.000168         0.004136          0.030488         -0.27439         -0.121951
    -0.005198         -0.001697         0.002527          -0.060976         -0.304878         -0.426829
    -0.010604         -0.001943         0.002022          -0.335366         0.182927         -0.121951
    -0.003991         -0.001945         -0.002679          -1.158537         0.121951         -0.152439
    0.001104         -0.004877         -0.005659          -1.097561         -0.243902         -0.335366
    0.004594         0.001372         -0.005309          0.426829         -0.182927         -0.243902
    0.005433         0.005395         0.008058          1.585366         -0.182927         -0.243902
    0.001612         0.00412         0.000392          0.884146         -0.457317         -0.213415
    0.000508         0.000171         -0.003788          -0.121951         -0.914634         -0.152439
    0.000211         -0.001035         0.004391          -0.27439         -1.097561         -0.091463
    0.0072         -0.003367         0.009568          1.25         -1.341463         -0.091463
