      acc_x            acc_y            acc_z               ang_x             ang_y            ang_z



    0.096289         -0.557031         0.570508          null         null         null
    0.078203         -0.449141         0.448398          null         null         null
    0.062758         -0.368297         0.345438          null         null         null
    0.048644         -0.294638         0.274788          null         null         null
    0.037743         -0.247624         0.212408          null         null         null
    0.025116         -0.191068         0.176177          2.164634         -0.97561         3.963415
    0.014038         -0.147776         0.144457          1.067073         -0.914634         1.006098
    0.011231         -0.115877         0.115761          0.426829         -0.70122         0.487805
    0.00293         -0.100514         0.083624          -1.737805         -1.097561         1.189024
    -0.001172         -0.078263         0.071196          1.52439         0.182927         -0.243902
    0.004336         -0.042493         0.072777          3.963415         0.304878         0.182927
    0.007961         -0.049815         0.04748          1.158537         0.426829         0.091463
    0.006564         -0.03868         0.034077          0.945122         0.487805         0.518293
    0.006423         -0.031335         0.035074          1.128049         0.518293         0.70122
    0.006506         -0.025654         0.02845          0.579268         0.457317         0.27439
    0.003447         -0.021304         0.021198          0.365854         0.609756         0.304878
    0.005101         -0.014504         0.009731          0.335366         0.762195         0.487805
    0.005253         -0.015119         0.007981          0.670732         0.792683         0.243902
    0.005179         -0.013462         0.0099          0.792683         0.884146         0.304878
    0.004924         -0.006278         0.007725          0.365854         0.792683         0.548781
    0.002768         -0.006194         0.008133          -0.213415         0.731707         1.097561
    0.003191         -0.003393         0.010022          0.365854         0.945122         0.853659
    0.001771         -0.004277         0.010557          0.731707         0.914634         0.762195
    -0.004052         -0.004203         0.01157          0.579268         0.762195         0.762195
    -0.005195         -0.00512         0.011405          0.243902         0.670732         0.396341
    -0.005718         -0.005268         0.005022          0.335366         0.609756         0.518293
    -0.004184         -0.003238         -0.002428          0.579268         0.640244         0.335366
    -0.003152         0.005418         -0.00663          0.152439         0.914634         0.152439
    -0.003303         0.004529         -0.014679          -0.426829         1.128049         -0.121951
    0.001069         -0.00204         -0.011352          -0.091463         1.006098         -0.243902
    0.003003         -0.003         -0.003027          1.006098         0.945122         -0.213415
    0.005528         -0.006892         0.006953          2.408537         0.853659         -0.030488
    -0.000851         -0.00317         0.007125          3.75         0.884146         0.70122
    -0.004783         0.001175         0.004138          4.085366         1.006098         0.762195
    -0.003631         -0.001208         -0.000401          3.719512         0.914634         0.670732
    -0.006811         -0.000967         0.002218          4.512195         0.884146         0.731707
    -0.000371         0.003914         0.000798          6.189024         0.792683         0.27439
    0.000875         -0.001751         -0.001901          8.170732         0.609756         0.457317
    0.0007         -0.000229         0.004925          11.189025         0.884146         0.426829
    0.008373         -0.002527         -0.000357          14.237805         0.823171         0.243902
    0.009237         -0.0071         0.000496          17.743902         0.182927         0.670732
    0.014812         0.010336         0.026959          20.365854         -0.060976         1.768293
    0.011068         0.027995         0.031919          19.237804         0.213415         2.408537
    0.004362         0.042709         0.021629          12.804878         -1.585366         4.756098
    0.008763         0.022253         0.020233          6.676829         -2.378049         5.70122
    0.02244         0.031279         0.036694          5.823171         -3.262195         5.823171
    0.02303         0.026         0.031113          0.914634         -5.27439         6.829268
    0.013932         0.002636         0.014539          -1.097561         -5.853659         6.859756
    0.012513         0.015194         0.040147          5.731708         -5.70122         5.97561
