      acc_x            acc_y            acc_z               ang_x             ang_y            ang_z



    0.105859         -0.596289         0.514063          null         null         null
    0.080586         -0.482109         0.423945          null         null         null
    0.062516         -0.391547         0.342867          null         null         null
    0.042395         -0.305034         0.274294          null         null         null
    0.026104         -0.230356         0.224318          null         null         null
    0.026547         -0.217097         0.159142          -2.987805         -1.158537         4.634147
    0.02905         -0.172506         0.117157          -2.865854         -0.914634         2.042683
    0.022654         -0.126481         0.09978          1.341463         -1.280488         1.707317
    0.014998         -0.101966         0.080801          1.554878         -1.737805         2.317073
    0.013171         -0.078643         0.059563          1.402439         -2.103659         2.073171
    0.012685         -0.072485         0.041595          1.067073         -2.835366         1.920732
    0.015031         -0.052519         0.037183          1.158537         -3.04878         1.798781
    0.016321         -0.046703         0.031504          2.652439         -2.77439         1.310976
    0.013057         -0.029159         0.027351          4.207317         -2.621951         1.341463
    0.009274         -0.018054         0.026764          5.640244         -1.920732         0.97561
    0.005466         -0.016396         0.021997          6.280488         -1.493902         1.128049
    0.008474         -0.009015         0.022871          6.432927         -0.670732         0.304878
    0.002873         -0.004673         0.022984          5.243903         -0.060976         0.457317
    -0.00024         -0.001981         0.012528          3.47561         0.670732         0.152439
    -0.002341         0.000759         0.010804          2.073171         1.036585         0.060976
    -0.006755         0.000607         0.004542          1.341463         1.219512         0
    -0.009115         -0.00967         0.000313          2.286585         1.097561         -0.091463
    -0.008073         -0.00383         0.008453          4.847561         1.097561         0.121951
    0.000963         0.001037         0.012622          6.493903         1.158537         0.060976
    0.000966         -0.004443         0.004238          6.554878         1.158537         0.365854
    0.000577         0.001719         0.002609          7.042683         1.219512         0.213415
    0.001243         0.00157         0.003845          7.317073         1.310976         -0.304878
    0.003338         -0.001478         0.00542          8.353659         1.615854         -0.457317
    -0.000454         0.003896         0.008828          11.768293         2.103659         -1.006098
    0.000027         0.007804         0.011555          14.115854         1.95122         -0.914634
    0.001389         0.00136         0.013931          14.481708         2.042683         -0.731707
    0.002674         -0.007701         0.006848          16.524391         1.981707         -1.463415
    0.013076         -0.003426         0.029307          20.487804         1.646342         -1.798781
    0.004406         0.012884         0.042781          16.95122         2.469512         0.365854
    0.01251         0.00894         0.02485          9.695122         2.987805         0.030488
    0.013914         0.012621         0.006013          5.792683         3.597561         0.579268
    0.044725         0.0308         0.008521          5.884147         5.152439         -0.365854
    0.049647         0.04339         -0.001386          5.182927         5.182927         -0.030488
    0.052999         0.036274         -0.012046          4.359756         5.152439         -0.426829
    0.050993         0.031754         -0.018426          4.939024         4.29878         -0.182927
    0.040599         0.02345         -0.012397          1.189024         3.04878         0.518293
    0.021932         -0.00292         -0.000347          -3.414634         2.286585         0.121951
    0.001335         -0.021476         0.01066          -7.195122         1.981707         -0.640244
    -0.034479         -0.049994         0.00677          -5.823171         2.256098         -0.640244
    -0.088521         -0.024565         0.010494          0.213415         2.560976         -0.792683
    -0.140934         0.007692         0.044723          4.939024         5.213415         -3.780488
    -0.162942         0.024513         0.060583          9.481708         7.835366         -7.164634
    -0.165315         0.024493         0.061357          11.310976         9.115854         -8.567074
    -0.126783         0.074282         0.050453          6.036585         10.121951         -11.219513
