      acc_x            acc_y            acc_z               ang_x             ang_y            ang_z



    0.113281         -0.616992         0.519141          null         null         null
    0.087695         -0.480508         0.413359          null         null         null
    0.071523         -0.392023         0.320141          null         null         null
    0.059367         -0.318502         0.253378          null         null         null
    0.047103         -0.242301         0.208757          null         null         null
    0.032604         -0.188568         0.155482          null         null         null
    0.021201         -0.159057         0.115206          null         null         null
    0.015593         -0.135449         0.090602          null         null         null
    0.007787         -0.105625         0.072287          null         null         null
    0.013847         -0.073758         0.062907          4.115854         -0.731707         1.432927
    0.010882         -0.054123         0.057357          3.384146         -1.585366         -0.396341
    0.007729         -0.0474         0.045886          1.067073         -1.981707         0.396341
    0.001691         -0.044951         0.03417          1.097561         -1.95122         1.006098
    -0.001381         -0.026781         0.033586          3.536585         -1.585366         1.128049
    0.001239         -0.019277         0.029798          4.542683         -1.371951         1.128049
    0.004507         -0.016593         0.033018          3.658537         -1.067073         1.585366
    0.003019         -0.023235         0.022508          1.463415         -0.487805         1.585366
    0.000072         -0.020737         0.022499          0.121951         0.030488         1.707317
    0.000643         -0.016199         0.019952          -0.213415         0.579268         1.493902
    0.004226         -0.011787         0.008735          0.518293         1.097561         0.97561
    0.005138         -0.009039         0.001324          1.52439         1.158537         0.548781
    0.006454         -0.005278         -0.00441          2.195122         1.097561         0.335366
    0.010242         -0.010863         0.000379          2.835366         0.792683         0.030488
    0.011123         -0.008495         0.012412          4.756098         0.579268         -0.152439
    0.009484         -0.00621         0.013836          6.707317         0.487805         -0.396341
    0.009345         0.004016         0.010092          7.378049         0.27439         -0.182927
    0.000836         0.012588         0.012175          7.134147         0.365854         -0.518293
    -0.004019         0.016125         0.006225          6.280488         0.335366         -0.609756
    -0.007707         0.010947         0.004003          4.573171         0         -0.518293
    -0.007338         0.005437         0.006718          3.536585         -0.182927         -0.97561
    -0.004503         -0.001314         0.007523          3.536585         -0.030488         -1.402439
    -0.002235         -0.001051         0.006214          3.262195         -0.243902         -0.670732
    -0.003546         -0.00338         -0.003428          3.780488         -0.060976         -0.487805
    -0.004399         0.007257         0.000383          4.420732         0.182927         -0.579268
    -0.002543         0.00893         0.003041          3.628049         0.213415         -0.853659
    0.000895         0.003043         0.005362          2.957317         0.304878         -0.762195
    0.003451         0.007512         0.008587          2.560976         0.670732         -0.548781
    -0.00056         0.002299         0.005893          1.52439         0.792683         -0.304878
    -0.000253         0.000472         0.012331          1.310976         0.731707         -0.396341
    0.000189         -0.002162         0.009865          1.128049         0.426829         -0.304878
    -0.001998         -0.004659         0.003009          1.768293         0.335366         -0.27439
    0.001332         0.007406         0.002993          1.737805         0.182927         -0.487805
    0.0038         0.000065         -0.009129          0.121951         0         -0.670732
    0.001477         -0.000143         -0.008475          1.128049         0.426829         -0.97561
    0.006455         0.006135         -0.007561          2.042683         0.243902         -1.25
    0.009266         0.001002         -0.004877          1.006098         -0.121951         -1.128049
    0.006045         -0.0033         -0.000386          1.402439         -0.030488         -1.280488
    0.00093         0.001266         0.005941          2.469512         -0.182927         -1.280488
    0.002893         -0.00094         0.011198          3.353659         -0.152439         -1.189024
    0.000166         0.005498         0.007201          4.02439         0.030488         -0.670732
